Processo,Classe,Assunto,Comarca,Ano,Especializada
0482533-23.2024.8.04.0001,Petição Cível,Reajuste data-base,Comarca de Manaus,2024.0,CPRAC - PPM
4003120-58.2024.8.04.0000,Mandado de Segurança,Gratificação de curso,Tribunal De Justiça,2024.0,CPRAC - PPM
0484128-57.2024.8.04.0001,Procedimento do Juizado da Fazenda Pública,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0483558-71.2024.8.04.0001,Procedimento Comum,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0484276-68.2024.8.04.0001,Procedimento Comum,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
4004078-44.2024.8.04.0000,Mandado de Segurança,Gratificação de curso,Tribunal De Justiça,2024.0,CPRAC - PPM
4003537-11.2024.8.04.0000,Mandado de Segurança,Gratificação de curso,Tribunal De Justiça,2024.0,CPRAC - PPM
4003885-29.2024.8.04.0000,Mandado de Segurança,Gratificação de curso,Tribunal De Justiça,2024.0,CPRAC - PPM
4004112-19.2024.8.04.0000,Mandado de Segurança,Gratificação de curso,Tribunal De Justiça,2024.0,CPRAC - PPM
0478155-24.2024.8.04.0001,Mandado de Segurança,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0484979-96.2024.8.04.0001,Procedimento Comum,Adicional por tempo de serviço - ATS,Comarca de Manaus,2024.0,CPRAC - PPM
0485634-68.2024.8.04.0001,Petição Cível,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0458241-71.2024.8.04.0001,Procedimento Comum,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0474117-66.2024.8.04.0001,Mandado de Segurança,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
4004220-48.2024.8.04.0000,Mandado de Segurança,Gratificação de curso,Tribunal De Justiça,2024.0,CPRAC - PPM
4004307-04.2024.8.04.0000,Mandado de Segurança,Gratificação de curso,Tribunal De Justiça,2024.0,CPRAC - PPM
0486953-71.2024.8.04.0001,Procedimento do Juizado da Fazenda Pública,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0486276-41.2024.8.04.0001,Petição Cível,Adicional por tempo de serviço - ATS,Comarca de Manaus,2024.0,CPRAC - PPM
0486318-90.2024.8.04.0001,Petição Cível,Adicional por tempo de serviço - ATS,Comarca de Manaus,2024.0,CPRAC - PPM
0485652-89.2024.8.04.0001,Petição Cível,Adicional por tempo de serviço - ATS,Comarca de Manaus,2024.0,CPRAC - PPM
0483316-15.2024.8.04.0001,Procedimento Comum,Reajuste data-base,Comarca de Manaus,2024.0,CPRAC - PPM
0474558-47.2024.8.04.0001,Procedimento Comum,Reajuste data-base,Comarca de Manaus,2024.0,CPRAC - PPM
0443727-16.2024.8.04.0001,Procedimento do Juizado da Fazenda Pública,Adicional por tempo de serviço - ATS,Comarca de Manaus,2024.0,CPRAC - PPM
0484739-10.2024.8.04.0001,Procedimento Comum,Adicional por tempo de serviço - ATS,Comarca de Manaus,2024.0,CPRAC - PPM
0483896-45.2024.8.04.0001,Petição Cível,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0484756-46.2024.8.04.0001,Procedimento do Juizado da Fazenda Pública,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0487892-51.2024.8.04.0001,Petição Cível,Adicional por tempo de serviço - ATS,Comarca de Manaus,2024.0,CPRAC - PPM
4003946-84.2024.8.04.0000,Mandado de Segurança,Gratificação de curso,Tribunal De Justiça,2024.0,CPRAC - PPM
0610832-47.2023.8.04.4400,Procedimento Comum,Reajuste data-base NDR - Reajuste - Data-base,Comarca de Humaitá,2023.0,CPRAC - PPM
0468633-70.2024.8.04.0001,Petição Cível,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0488581-95.2024.8.04.0001,Petição Cível,Adicional por tempo de serviço - ATS,Comarca de Manaus,2024.0,CPRAC - PPM
0488592-27.2024.8.04.0001,Petição Cível,Adicional por tempo de serviço - ATS,Comarca de Manaus,2024.0,CPRAC - PPM
0489658-42.2024.8.04.0001,Petição Cível,Adicional por tempo de serviço - ATS,Comarca de Manaus,2024.0,CPRAC - PPM
0488584-50.2024.8.04.0001,Procedimento Comum,Indenização de licença especial,Comarca de Manaus,2024.0,CPRAC - PPM
0489599-54.2024.8.04.0001,Procedimento Comum,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0488646-90.2024.8.04.0001,Procedimento Comum,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0489791-84.2024.8.04.0001,Procedimento do Juizado da Fazenda Pública,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
4002917-96.2024.8.04.0000,Mandado de Segurança,Gratificação de curso,Tribunal De Justiça,2024.0,CPRAC - PPM
4003644-55.2024.8.04.0000,Mandado de Segurança,Gratificação de curso,Tribunal De Justiça,2024.0,CPRAC - PPM
4004339-09.2024.8.04.0000,Mandado de Segurança,Gratificação de curso,Tribunal De Justiça,2024.0,CPRAC - PPM
0490973-08.2024.8.04.0001,Mandado de Segurança,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0490821-57.2024.8.04.0001,Mandado de Segurança,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
4004559-07.2024.8.04.0000,Mandado de Segurança,Promoção de Oficiais,Tribunal De Justiça,2024.0,CPRAC - PPM
4001949-66.2024.8.04.0000,Mandado de Segurança,Gratificação de curso,Tribunal De Justiça,2024.0,CPRAC - PPM
4004000-50.2024.8.04.0000,Mandado de Segurança,Gratificação de curso,Tribunal De Justiça,2024.0,CPRAC - PPM
4004098-35.2024.8.04.0000,Mandado de Segurança,Gratificação de curso,Tribunal De Justiça,2024.0,CPRAC - PPM
0686276-91.2023.8.04.0001,Petição Cível,Adicional por tempo de serviço - ATS,Comarca de Manaus,2023.0,CPRAC - PPM
0462398-87.2024.8.04.0001,Mandado de Segurança,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0601900-91.2023.8.04.7400,Procedimento Comum,Reajuste data-base,Comarca de Tapauá,2023.0,CPRAC - PPM
0485430-24.2024.8.04.0001,Petição Cível,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
4004108-79.2024.8.04.0000,Mandado de Segurança,Gratificação de curso,Tribunal De Justiça,2024.0,CPRAC - PPM
0477704-96.2024.8.04.0001,Mandado de Segurança,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0483423-59.2024.8.04.0001,Procedimento do Juizado da Fazenda Pública,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0471832-03.2024.8.04.0001,Procedimento do Juizado da Fazenda Pública,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0484914-04.2024.8.04.0001,Procedimento do Juizado da Fazenda Pública,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0492258-36.2024.8.04.0001,Procedimento do Juizado da Fazenda Pública,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0492260-06.2024.8.04.0001,Procedimento do Juizado da Fazenda Pública,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0492277-42.2024.8.04.0001,Homologação de Transação Extrajudicial,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0492288-71.2024.8.04.0001,Homologação de Transação Extrajudicial,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
4005169-72.2024.8.04.0000,Mandado de Segurança,Gratificação de curso,Tribunal De Justiça,2024.0,CPRAC - PPM
4002236-29.2024.8.04.0000,Mandado de Segurança,Gratificação de curso,Tribunal De Justiça,2024.0,CPRAC - PPM
4004574-73.2024.8.04.0000,Mandado de Segurança,Gratificação de curso,Tribunal De Justiça,2024.0,CPRAC - PPM
0491268-45.2024.8.04.0001,Procedimento do Juizado da Fazenda Pública,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0490796-44.2024.8.04.0001,Mandado de Segurança,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0644143-34.2023.8.04.0001,Homologação de Transação Extrajudicial,Reajuste data-base,Comarca de Manaus,2023.0,CPRAC - PPM
0453490-41.2024.8.04.0001,Mandado de Segurança,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
4004708-03.2024.8.04.0000,Mandado de Segurança,Gratificação de curso,Tribunal De Justiça,2024.0,CPRAC - PPM
4005695-39.2024.8.04.0000,Mandado de Segurança,Gratificação de curso,Tribunal De Justiça,2024.0,CPRAC - PPM
4005180-04.2024.8.04.0000,Mandado de Segurança,Promoção de Oficiais,Tribunal De Justiça,2024.0,CPRAC - PPM
4004642-23.2024.8.04.0000,Mandado de Segurança,Gratificação de curso,Tribunal De Justiça,2024.0,CPRAC - PPM
0492957-27.2024.8.04.0001,Procedimento do Juizado da Fazenda Pública,Reajuste data-base,Comarca de Manaus,2024.0,CPRAC - PPM
0506759-92.2024.8.04.0001,Mandado de Segurança,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
4005040-67.2024.8.04.0000,Mandado de Segurança,Gratificação de curso,Tribunal De Justiça,2024.0,CPRAC - PPM
0481781-51.2024.8.04.0001,Procedimento do Juizado da Fazenda Pública,Reajuste data-base,Comarca de Manaus,2024.0,CPRAC - PPM
0655530-46.2023.8.04.0001,Procedimento Comum,Adicional por tempo de serviço - ATS,Comarca de Manaus,2023.0,CPRAC - PPM
0490384-16.2024.8.04.0001,Procedimento do Juizado da Fazenda Pública,Adicional por tempo de serviço - ATS,Comarca de Manaus,2024.0,CPRAC - PPM
0601809-50.2023.8.04.4700,Procedimento Comum,Reajuste data-base,Comarca de Itacoatiara,2023.0,CPRAC - PPM
0481771-07.2024.8.04.0001,Procedimento do Juizado da Fazenda Pública,Reajuste data-base,Comarca de Manaus,2024.0,CPRAC - PPM
0491041-55.2024.8.04.0001,Mandado de Segurança,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
4005576-78.2024.8.04.0000,Mandado de Segurança,Gratificação de curso,Tribunal De Justiça,2024.0,CPRAC - PPM
0028114-31.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0028176-71.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Adicional por tempo de serviço - ATS,Comarca de Manaus,2024.0,CPRAC - PPM
0028091-85.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
4003886-14.2024.8.04.0000,Mandado de Segurança,Gratificação de curso,Tribunal De Justiça,2024.0,CPRAC - PPM
0600720-46.2023.8.04.4100,Procedimento Comum,Reajuste data-base,Comarca de Eirunepé,2023.0,CPRAC - PPM
0031902-53.2024.8.04.1000,Procedimento Comum,Abono de permanência em serviço,Comarca de Manaus,2024.0,CPRAC - PPM
0508688-63.2024.8.04.0001,Procedimento Comum,Promoção de praças Quadro Normal de Acesso - QNA,Comarca de Manaus,2024.0,CPRAC - PPM
0639422-39.2023.8.04.0001,Homologação de Transação Extrajudicial,Data base de servidor público,Comarca de Manaus,2023.0,CPRAC - PPM
4006299-97.2024.8.04.0000,Mandado de Segurança,Gratificação de curso,Tribunal De Justiça,2024.0,CPRAC - PPM
4006211-59.2024.8.04.0000,Mandado de Segurança,Gratificação de curso,Tribunal De Justiça,2024.0,CPRAC - PPM
0034756-20.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Reajuste data-base,Comarca de Manaus,2024.0,CPRAC - PPM
0501282-88.2024.8.04.0001,Procedimento Comum,Adicional por tempo de serviço - ATS,Comarca de Manaus,2024.0,CPRAC - PPM
0034901-76.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Reajuste data-base,Comarca de Manaus,2024.0,CPRAC - PPM
0644449-03.2023.8.04.0001,Cumprimento de Sentença,Reajuste data-base,Comarca de Manaus,2023.0,CPRAC - PPM
4006438-49.2024.8.04.0000,Mandado de Segurança,Gratificação de curso,Tribunal De Justiça,2024.0,CPRAC - PPM
0512488-02.2024.8.04.0001,Procedimento Comum,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0036284-89.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0033571-44.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0034243-52.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Reajuste data-base,Comarca de Manaus,2024.0,CPRAC - PPM
0035051-57.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0035069-78.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0034368-20.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Reajuste data-base,Comarca de Manaus,2024.0,CPRAC - PPM
0035098-31.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Abono de permanência em serviço,Comarca de Manaus,2024.0,CPRAC - PPM
0035081-92.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0034439-22.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0034452-21.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0034332-75.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0033870-21.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0033978-50.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Reajuste data-base,Comarca de Manaus,2024.0,CPRAC - PPM
0034995-24.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0034712-98.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0034724-15.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0034349-14.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0033600-94.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0033883-20.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0439043-48.2024.8.04.0001,Procedimento Comum,Adicional por tempo de serviço - ATS,Comarca de Manaus,2024.0,CPRAC - PPM
0632767-51.2023.8.04.0001,Procedimento Comum,Adicional por tempo de serviço - ATS,Comarca de Manaus,2023.0,CPRAC - PPM
4006404-74.2024.8.04.0000,Mandado de Segurança,Gratificação de curso,Tribunal De Justiça,2024.0,CPRAC - PPM
4006556-25.2024.8.04.0000,Mandado de Segurança,Gratificação de curso,Tribunal De Justiça,2024.0,CPRAC - PPM
4006649-85.2024.8.04.0000,Mandado de Segurança,Gratificação de curso,Tribunal De Justiça,2024.0,CPRAC - PPM
0034424-53.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0034255-66.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Reajuste data-base,Comarca de Manaus,2024.0,CPRAC - PPM
0516255-48.2024.8.04.0001,Procedimento Comum,Licença especial,Comarca de Manaus,2024.0,CPRAC - PPM
0033897-04.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Promoção de praças Quadro Especial de Acesso - QEA,Comarca de Manaus,2024.0,CPRAC - PPM
0034061-66.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Reajuste data-base,Comarca de Manaus,2024.0,CPRAC - PPM
0034097-11.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Reajuste data-base,Comarca de Manaus,2024.0,CPRAC - PPM
0034964-04.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0034982-25.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0035037-73.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0037780-56.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0038491-61.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Reajuste data-base,Comarca de Manaus,2024.0,CPRAC - PPM
4005353-28.2024.8.04.0000,Mandado de Segurança,Gratificação de curso,Tribunal De Justiça,2024.0,CPRAC - PPM
0028142-96.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0499659-86.2024.8.04.0001,Procedimento do Juizado da Fazenda Pública,Adicional por tempo de serviço - ATS,Comarca de Manaus,2024.0,CPRAC - PPM
0517485-28.2024.8.04.0001,Mandado de Segurança,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
4006155-26.2024.8.04.0000,Mandado de Segurança,Gratificação de curso,Tribunal De Justiça,2024.0,CPRAC - PPM
0490439-64.2024.8.04.0001,Petição Cível,Adicional por tempo de serviço - ATS,Comarca de Manaus,2024.0,CPRAC - PPM
0038089-77.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Reajuste data-base,Comarca de Manaus,2024.0,CPRAC - PPM
0040474-95.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0644589-37.2023.8.04.0001,Cumprimento de Sentença,Reajuste data-base,Comarca de Manaus,2023.0,CPRAC - PPM
0643222-75.2023.8.04.0001,Cumprimento de Sentença,Reajuste data-base,Comarca de Manaus,2023.0,CPRAC - PPM
0036402-65.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0036415-64.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0417255-75.2024.8.04.0001,Cumprimento de Sentença,Reajuste data-base,Comarca de Manaus,2024.0,CPRAC - PPM
0456305-11.2024.8.04.0001,Cumprimento de Sentença,Reajuste data-base,Comarca de Manaus,2024.0,CPRAC - PPM
0456226-32.2024.8.04.0001,Cumprimento de Sentença,Reajuste data-base,Comarca de Manaus,2024.0,CPRAC - PPM
4006997-06.2024.8.04.0000,Mandado de Segurança,Gratificação de curso,Tribunal De Justiça,2024.0,CPRAC - PPM
4001797-18.2024.8.04.0000,Mandado de Segurança,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0601993-53.2023.8.04.3100,Procedimento do Juizado da Fazenda Pública,Adicional por tempo de serviço - ATS,Comarca de Boca do Acre,2023.0,CPRAC - PPM
0042123-95.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Reajuste data-base,Comarca de Manaus,2024.0,CPRAC - PPM
0037365-73.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0643230-52.2023.8.04.0001,Cumprimento de Sentença,Reajuste data-base,Comarca de Manaus,2023.0,CPRAC - PPM
0465637-02.2024.8.04.0001,Cumprimento de Sentença,Reajuste data-base,Comarca de Manaus,2024.0,CPRAC - PPM
0465647-46.2024.8.04.0001,Cumprimento de Sentença,Reajuste data-base,Comarca de Manaus,2024.0,CPRAC - PPM
0465692-50.2024.8.04.0001,Cumprimento de Sentença,Reajuste data-base,Comarca de Manaus,2024.0,CPRAC - PPM
0465690-80.2024.8.04.0001,Cumprimento de Sentença,Reajuste data-base,Comarca de Manaus,2024.0,CPRAC - PPM
0465191-96.2024.8.04.0001,Cumprimento de Sentença,Reajuste data-base,Comarca de Manaus,2024.0,CPRAC - PPM
0466210-40.2024.8.04.0001,Cumprimento de Sentença,Reajuste data-base,Comarca de Manaus,2024.0,CPRAC - PPM
4001089-65.2024.8.04.0000,Mandado de Segurança,Gratificação de curso,Tribunal De Justiça,2024.0,CPRAC - PPM
0040852-51.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
4006995-36.2024.8.04.0000,Mandado de Segurança,Gratificação de curso,Tribunal De Justiça,2024.0,CPRAC - PPM
4006597-89.2024.8.04.0000,Mandado de Segurança,Gratificação de curso,Tribunal De Justiça,2024.0,CPRAC - PPM
4007087-14.2024.8.04.0000,Mandado de Segurança,Gratificação de curso,Tribunal De Justiça,2024.0,CPRAC - PPM
4006027-06.2024.8.04.0000,Mandado de Segurança,Gratificação de curso,Tribunal De Justiça,2024.0,CPRAC - PPM
0518190-26.2024.8.04.0001,Mandado de Segurança,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
4006936-48.2024.8.04.0000,Mandado de Segurança,Gratificação de curso,Tribunal De Justiça,2024.0,CPRAC - PPM
0523621-41.2024.8.04.0001,Procedimento Comum,Licença especial,Comarca de Manaus,2024.0,CPRAC - PPM
0041675-25.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0517512-11.2024.8.04.0001,Mandado de Segurança,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0042251-18.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Reajuste data-base,Comarca de Manaus,2024.0,CPRAC - PPM
4006320-73.2024.8.04.0000,Mandado de Segurança,Gratificação de curso,Tribunal De Justiça,2024.0,CPRAC - PPM
0523909-86.2024.8.04.0001,Mandado de Segurança,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0517474-96.2024.8.04.0001,Mandado de Segurança,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0029572-83.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0038851-93.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0039732-70.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0039859-08.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Reajuste data-base,Comarca de Manaus,2024.0,CPRAC - PPM
0040867-20.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0039823-63.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0040794-48.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0040855-06.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Retificação de Decreto de Promoção,Comarca de Manaus,2024.0,CPRAC - PPM
0039931-92.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Reajuste data-base,Comarca de Manaus,2024.0,CPRAC - PPM
0040104-19.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0040883-71.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0040126-77.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0038858-85.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Licença especial,Comarca de Manaus,2024.0,CPRAC - PPM
0040014-11.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0466211-25.2024.8.04.0001,Cumprimento de Sentença,Reajuste data-base,Comarca de Manaus,2024.0,CPRAC - PPM
4006836-93.2024.8.04.0000,Mandado de Segurança,Gratificação de curso,Tribunal De Justiça,2024.0,CPRAC - PPM
4006335-42.2024.8.04.0000,Mandado de Segurança,Gratificação de curso,Tribunal De Justiça,2024.0,CPRAC - PPM
0499274-41.2024.8.04.0001,Procedimento do Juizado da Fazenda Pública,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
4007675-21.2024.8.04.0000,Mandado de Segurança,Gratificação de curso,Tribunal De Justiça,2024.0,CPRAC - PPM
4006210-74.2024.8.04.0000,Mandado de Segurança,Gratificação de curso,Tribunal De Justiça,2024.0,CPRAC - PPM
4006740-78.2024.8.04.0000,Mandado de Segurança,Gratificação de curso,Tribunal De Justiça,2024.0,CPRAC - PPM
0044628-59.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Promoção de praças Quadro Especial de Acesso - QEA,Comarca de Manaus,2024.0,CPRAC - PPM
0044708-23.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Promoção de Oficiais,Comarca de Manaus,2024.0,CPRAC - PPM
0044619-97.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Promoção de Oficiais,Comarca de Manaus,2024.0,CPRAC - PPM
0044669-26.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Promoção de praças Quadro Especial de Acesso - QEA,Comarca de Manaus,2024.0,CPRAC - PPM
0044685-77.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Promoção de Oficiais,Comarca de Manaus,2024.0,CPRAC - PPM
0043820-54.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Retificação de Decreto de Promoção,Comarca de Manaus,2024.0,CPRAC - PPM
0043809-25.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Abono de permanência em serviço,Comarca de Manaus,2024.0,CPRAC - PPM
0417253-08.2024.8.04.0001,Procedimento do Juizado da Fazenda Pública,Data base de servidor público,Comarca de Manaus,2024.0,CPRAC - PPM
0417152-68.2024.8.04.0001,Procedimento do Juizado da Fazenda Pública,Data base de servidor público,Comarca de Manaus,2024.0,CPRAC - PPM
0410060-39.2024.8.04.0001,Procedimento do Juizado da Fazenda Pública,Data base de servidor público,Comarca de Manaus,2024.0,CPRAC - PPM
0410089-89.2024.8.04.0001,Procedimento do Juizado da Fazenda Pública,Data base de servidor público,Comarca de Manaus,2024.0,CPRAC - PPM
0513838-25.2024.8.04.0001,Mandado de Segurança,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
4001337-31.2024.8.04.0000,Mandado de Segurança,Gratificação de curso,Tribunal De Justiça,2024.0,CPRAC - PPM
0422270-25.2024.8.04.0001,Procedimento do Juizado da Fazenda Pública,Reajuste data-base,Comarca de Manaus,2024.0,CPRAC - PPM
0530391-50.2024.8.04.0001,Mandado de Segurança,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
4007467-37.2024.8.04.0000,Mandado de Segurança,Gratificação de curso,Tribunal De Justiça,2024.0,CPRAC - PPM
0046575-51.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Gratificação de curso,Comarca de Manaus,2024.0,CPRAC - PPM
0046227-33.2024.8.04.1000,Procedimento do Juizado da Fazenda Pública,Licença especial,Comarca de Manaus,2024.0,CPRAC - PPM
